여행지 id,여행지명칭,분류,태그,지역구분,주소,여행지 경도,여행지 위도
TRAVEL_000001,구리동해수욕장,체험,기타레저,인천,인천 옹진군 연평면 연평로 528번길 162,125.685571,37.668638
TRAVEL_000002,호텔 아쿠아펠리스 스카이 전망대&스카이 워크,관광지,기타관광지,부산,부산 수영구 광안해변로 225,129.118789,35.154111
TRAVEL_000003,강릉 국가유산 야행,관광지,기타관광지,강원,강원 강릉시 임영로131번길 6 임영관,128.891808,37.753121
TRAVEL_000004,여수 야경불꽃크루즈,관광지,기타관광지,전남,전라남도 여수시 돌산읍 돌산로 3617-18,127.736941,34.729733
TRAVEL_000005,태안봄꽃정원,관광지,기타관광지,충남,충청남도 태안군 남면 마검포길 200,126.301274,36.616123
TRAVEL_000006,제주감귤박람회,관광지,기타관광지,제주,제주 서귀포시 남원읍 중산간동로 7413,126.607604,33.28822
TRAVEL_000007,스피드호,체험,기타레저,경남,경남 통영시 용남면 연기길 318,128.466793,34.872888
TRAVEL_000008,돔돔돔바다낚시터,체험,기타레저,경기,경기 안산시 단원구 구봉길 55 돔돔돔바다낚시터,126.563217,37.27055
TRAVEL_000009,인천배낚시 광복낚시,체험,기타레저,인천,인천시 중구 항동 7가 27-171,126.612489,37.453862
TRAVEL_000010,에이앤티레저 제트보트,체험,기타레저,강원,강원도 속초시 대포항희망길 103,128.6094935,38.17405293
TRAVEL_000011,전도갯벌체험장,체험,기타레저,경남,경남 남해군 삼동면 동부대로1662번길 18-8,128.0202243,34.8314793
TRAVEL_000012,남해휴게소낚시,체험,기타레저,경남,경남 남해군 고현면 남해대로 3623,127.8710133,34.90191323
TRAVEL_000013,달월낚시터,체험,기타레저,경기,경기 시흥시 군자로 125-39,126.7702677,37.37252857
TRAVEL_000014,도남낚시,체험,기타레저,제주,제주 제주시 일주서로 7517,126.4497269,33.49512964
TRAVEL_000015,영흥도배낚시 제3용진호,체험,기타레저,인천,인천 옹진군 영흥면 영흥로 109-16 영흥도배낚시 제3용진호,126.4980179,37.25484299
TRAVEL_000016,뉴안흥호,체험,기타레저,충남,충남 홍성군 서부면 남당항로 19,126.4898991,36.53245407
TRAVEL_000017,약산일주낚시슈퍼,체험,기타레저,전남,전남 완도군 약산면 해동1길 2,126.932664,34.38387192
TRAVEL_000018,뉴청해호,체험,기타레저,전남,전남 완도군 완도읍 장보고대로 208,126.7483206,34.31682082
TRAVEL_000019,용오름호,체험,기타레저,경북,경상북도 경주시 감포읍 감포로4길 45,129.4972632,35.80348047
TRAVEL_000020,에이스피싱호,체험,기타레저,경기,경기 평택시 포승읍 서동대로 783,126.8553824,36.96027223
TRAVEL_000021,칸스쿠버리조트,체험,기타레저,강원,강원 양양군 현남면 인구항길 12 칸스쿠버리조트,128.761928,37.970261
TRAVEL_000022,보홀 조이다이브,체험,기타레저,제주,"제주 서귀포시  중산간동로 8383 (서호동, (주)대지)",126.52125,33.260806
TRAVEL_000023,해운대요트투어 요트데이,체험,기타레저,부산,부산 해운대구 해운대해변로 84 요트경기장 5번 게이트,129.140649,35.160666
TRAVEL_000024,오투펜션,체험,기타레저,부산,부산 기장군 장안읍 해맞이로 270,129.268025,35.321899
TRAVEL_000025,서프홀릭 다대포,체험,기타레저,부산,"부산 사하구  다대로 704 (다대동, 몰운대종합시장상가)",128.964609,35.048733
TRAVEL_000026,마우이스포츠,체험,기타레저,울산,울산 울주군 서생면 진하6길 20-3,129.346184,35.385309
TRAVEL_000027,코마린요트,체험,기타레저,강원,강원 속초시  엑스포로 10-29 (조양동),128.593274,38.191262
TRAVEL_000028,에이앤티레저 제트보트,체험,기타레저,강원,강원 속초시  대포항희망길 93-16 (대포동),128.609551,38.174542
TRAVEL_000029,장생포고래박물관,관광지,기타관광지,울산,"울산 남구  장생포고래로 244 (매암동, 장생포고래박물관)",129.380958,35.502657
TRAVEL_000030,원할머니보쌈족발 부산광안점,음식점,기타,부산,부산 수영구  광일로 10 (광안동),129.113068,35.162193
TRAVEL_000031,제주오성 순살갈치조림 제주도 중문 본점,음식점,기타,제주,제주 서귀포시  중문관광로 27 (색달동),126.414676,33.255695
TRAVEL_000032,마추깡 카페,음식점,기타,강원,강원 고성군 거진읍 해오름해변길 117 명태웰빙타운 2층,128.45395,38.438871
TRAVEL_000033,영천횟집 탑동본점,음식점,기타,제주,제주 제주시  서부두길 22 (건입동),126.52847,33.51825
TRAVEL_000034,마라도회조개구이,음식점,기타,인천,인천 중구  용유서로423번길 15 (을왕동),126.370261,37.456027
TRAVEL_000035,대진횟집1호점,음식점,기타,제주,제주 제주시  서부두길 16 (건입동),126.528276,33.517639
TRAVEL_000036,제주해녀할매,음식점,기타,부산,부산 기장군 기장읍 연화1길 205,129.227113,35.219021
TRAVEL_000037,에이치모먼트호텔 송정점,숙박,기타숙박,부산,부산 해운대구 송정해변로 8-8 (송정동),129.20506,35.181442
TRAVEL_000038,유니호텔 제주,숙박,기타숙박,제주,제주 제주시 애월읍 애월해안로 656,126.373456,33.479476
TRAVEL_000039,레드하우스,숙박,기타숙박,부산,부산 수영구  민락본동로11번길 79 (민락동),129.124567,35.156555
TRAVEL_000040,JR큐슈고속선,관광지,기타관광지,부산,부산 동구 충장대로 206 3층 JR큐슈고속선,129.049157,35.117754
TRAVEL_000041,해운대유람선,관광지,기타관광지,부산,부산 해운대구  달맞이길62번길 33-1 (중동),129.170646,35.158417
TRAVEL_000042,코자자호텔,숙박,기타숙박,부산,부산 서구  송도해변로 185 (암남동),129.022632,35.077675
TRAVEL_000043,문암해변,관광지,기타관광지,강원,강원도 고성군 죽왕면 괘진길 63,128.54963,38.296382
TRAVEL_000044,아셀키즈,숙박,기타숙박,인천,인천광역시 강화군 길상면 해안남로 1638-1 (얄리얄라),126.441856,37.596807
TRAVEL_000045,뉴안흥호,체험,기타레저,충남,충청남도 홍성군 서부면 남당항로 19,126.489955,36.532482
TRAVEL_000046,천년학힐링타운,관광지,기타관광지,강원,강원도 삼척시 원덕읍 사곡길 43-127 (힐링타운관리소),129.296806,37.141456
TRAVEL_000047,한려해상국립공원동부사무소 통영분소,관광지,기타관광지,경남,경상남도 통영시 산양읍 산양일주로 1111,128.401486,34.769715
TRAVEL_000048,강구어시장,쇼핑,기타쇼핑,경북,경상북도 영덕군 강구면 강구시장1길 1-13,129.37956,36.358284
TRAVEL_000049,태안동부시장,쇼핑,기타쇼핑,충남,충청남도 태안군 태안읍 시장4길 18,126.298468,36.751359
TRAVEL_000050,한서대학교 해양스포츠교육원,관광지,기타관광지,충남,충청남도 태안군 남면 곰섬로 314,126.300469,36.593932
TRAVEL_000051,한국농어촌공사 새만금33센터,관광지,기타관광지,전북,전라북도 김제시 진봉면 새만금로 1499,126.480821,35.812884
TRAVEL_000052,신안자연휴양림,관광지,기타관광지,전남,전라남도 신안군 자은면 자은서부2길 508-77 (자은면 수련시설),125.995648,34.879126
TRAVEL_000053,다산명가 찻집,음식점,기타,전남,전라남도 강진군 도암면 다산초당길 68,126.747306,34.579218
TRAVEL_000054,고복수음악관,관광지,기타관광지,울산,울산광역시 중구  중앙1길 9 (성남동),129.31974,35.556263
TRAVEL_000055,장생포고래문화마을고래이야기길,관광지,기타관광지,울산,울산 남구 매암동 209-8,129.383069,35.50588
TRAVEL_000056,168계단,관광지,기타관광지,부산,부산광역시 동구  영초길191번길 8-1 (초량동),129.035464,35.117227
TRAVEL_000057,통일공원함정전시관,관광지,기타관광지,강원,강원도 강릉시 강동면 율곡로 1616 (함정전시관),129.004521,37.718404
TRAVEL_000058,넥스텔모텔,숙박,여관/모텔,전북,전라북도 고창군 고창읍 월암수월길 112 (넥스텔),126.721552,35.431261
TRAVEL_000059,더리미집숯불장어,음식점,기타,인천,인천광역시 강화군 선원면 해안동로 1219,126.5131897,37.72320551
TRAVEL_000060,국일복아구,음식점,기타,전북,전라북도 군산시 평화길 99-4(죽성동),126.7166486,35.98616505
TRAVEL_000061,오죽한옥마을,숙박,민박,강원,강원도 강릉시 죽헌길 114(죽헌동),128.879548,37.77750425
TRAVEL_000062,구룡포시장,쇼핑,어시장,경북,경북 포항시 남구 구룡포읍 호미로221번길 18 구룡포시장,129.5540084,35.99031886
TRAVEL_000063,군산근대건축관,관광지,전시관,전북,전라북도 군산시 해망로 214(장미동),126.7141598,35.98942019
TRAVEL_000064,군산근대미술관,관광지,전시관,전북,전라북도 군산시 해망로 230(장미동),126.712771,35.98993678
TRAVEL_000065,동래온천노천족욕탕,관광지,기타관광지,부산,부산광역시 동래구 금강공원로26번길 21(온천동),129.0814742,35.22003829
TRAVEL_000066,강릉자수박물관,관광지,전시관,강원,강원 강릉시 죽헌동 140-2,128.8803035,37.7779681
TRAVEL_000067,한용운선생생가지,관광지,문화유적,충남,충청남도 홍성군 결성면 만해로318번길 83(결성면),126.5539342,36.56287395
TRAVEL_000068,강강술래터,관광지,문화유적,전남,전남 진도군 군내면 녹진리 산2-146,126.3094644,34.56315554
TRAVEL_000069,모항갯벌체험장,관광지,체험프로그램,전북,전라북도 부안군 변산면 모항길 107,126.5138658,35.58722929
TRAVEL_000070,부안 모항마을,관광지,어촌체험마을,전북,전라북도 부안군 변산면 모항길 107,126.5142157,35.58802365
TRAVEL_000071,국가무형문화재전수교육관,관광지,전시관,전남,전라남도 목포시 남농로 83(용해동),126.4159607,34.7927259
TRAVEL_000072,보옥공룡알해변,관광지,기타관광지,전남,전남 완도군 보길면 부황리 483-3,126.51874,34.12614
TRAVEL_000073,봄그리고가을리조트,숙박,펜션,제주,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,126.9110706,33.47408941
TRAVEL_000074,선진리성,관광지,문화유적,경남,경상남도 사천시 용현면 선진리770 일원,128.0411086,35.0437198
TRAVEL_000075,오션뷰호텔,숙박,호텔,경북,경상북도 영덕군 강구면 해상공원길 61,129.3843573,36.34787789
TRAVEL_000076,서귀포유람선파라다이스호,체험,기타레저,제주,제주특별자치도 서귀포시 남성중로 40(서홍동),126.5584621,33.23919303
TRAVEL_000077,센트럴파크 호텔 부산,숙박,호텔,부산,부산광역시 중구 해관로 20(중앙동1가),129.0359675,35.10051194
TRAVEL_000078,쏘타스위트 양양 그랑베이,숙박,호텔,강원,강원 양양군 강현면 일출로 31-10 쏘타스위트 양양 그랑베이,128.6347375,38.11493813
TRAVEL_000079,동고리해변,체험,기타레저,전남,전라남도 완도군 신지면 신지로 1259-1,126.8799199,34.32972993
TRAVEL_000080,멍비치,관광지,기타관광지,강원,강원도 양양군 현남면 광진리 78-20(현남면),128.7706162,37.95605922
TRAVEL_000081,이사부크루즈 국동유람선,관광지,축제/행사,전남,전라남도 여수시 돌산읍 돌산로 3617-18,127.7369795,34.72973024
TRAVEL_000082,여수수산시장,쇼핑,어시장,전남,전라남도 여수시 여객선터미널길 24,127.7318019,34.73814866
TRAVEL_000083,웨스트오션 컨트리클럽,숙박,호텔,전남,전라남도 영광군 백수읍 해안로 1362-70(백수읍),126.4103335,35.35589827
TRAVEL_000084,하버호텔,숙박,여관/모텔,경남,경상남도 통영시 동충4길 10(항남동),128.4221057,34.84080764
TRAVEL_000085,카이리조트,숙박,호텔,제주,제주특별자치도 제주시 한림읍 협재2길 10,126.2413195,33.39212669
TRAVEL_000086,영일대 샌드페스티벌,관광지,축제/행사,경북,경상북도 포항시 북구 해안로 82(두호동),129.3780608,36.05605529
TRAVEL_000087,하이호텔펜션,숙박,호텔,울산,울산광역시 동구 바드래5길 11-6(전하동),129.4312771,35.51658378
TRAVEL_000088,강화풍물시장,쇼핑,기타쇼핑,인천,인천 강화군 강화읍 중앙로 17-9,126.4928692,37.74142198
TRAVEL_000089,고천리마을회관,관광지,기타관광지,강원,강원도 삼척시 미로면 고천리 고내로 138-19,129.0638009,37.41889379
TRAVEL_000090,고은 깁슨 사진미술관,관광지,전시관,부산,부산 해운대구 중동1로37번길 10,129.1637887,35.1623328
TRAVEL_000091,소라의성 시민 북카페,관광지,기타관광지,제주,제주특별자치도 서귀포시 칠십리로214번길 17-17,126.57699,33.245256
TRAVEL_000092,구리동해수욕장,관광지,기타관광지,인천,인천 옹진군 연평면 연평로528번길 162,125.6855729,37.66863659
TRAVEL_000093,돌묘와꽁돌,관광지,기타관광지,전남,전남 진도군 조도면 관매도리,126.0405242,34.23548782
TRAVEL_000094,파라다랑스,관광지,기타관광지,경남,경남 남해군 상주면 양아리 137,127.959875,34.741262
TRAVEL_000095,새만금 신시광장,관광지,기타관광지,전북,전북 군산시 새만금로 1559,126.478821,35.818121
TRAVEL_000096,신전앵간다숲,관광지,기타관광지,경남,경남 남해군 이동면 신전리 743-1,127.950444,34.778884
TRAVEL_000097,신창풍차해안,관광지,기타관광지,제주,제주특별자치도 제주시 한경면 신창리 1290-2,126.17751,33.34525
TRAVEL_000098,월하성 어촌체험마을,관광지,기타관광지,충남,충남 서천군 서면 월하성길 96 종합안내소,126.5625406,36.13304469
TRAVEL_000099,장선해변,관광지,기타관광지,전남,전남 고흥군 대서면 안남리 산159,127.2460511,34.75705932
TRAVEL_000100,4.3유적지섯알오름학살터,관광지,문화유적,제주,제주 서귀포시 대정읍 상모리 1590-3,126.275693,33.219442
TRAVEL_000101,연평도조기파시역사문화탐방로,관광지,기타관광지,인천,인천 옹진군 연평면 연평로167번길 56,125.699933,37.660043
TRAVEL_000102,죽도,관광지,섬,충남,충남 홍성군 서부면 죽도길 80,126.4414265,36.51777124
TRAVEL_000103,기적소리 전망대,관광지,전망대/조망시설,전남,전남 순천시 율전2길 26,127.4870053,34.95039826
TRAVEL_000104,죽성드림세트장,관광지,영화/드라마 촬영지,부산,부산 기장군 기장읍 죽성리 134-7,129.2479106,35.24117338
TRAVEL_000105,양면해수욕장,관광지,기타관광지,전남,전남 여수시 화정면 낭도리,127.746501,34.75218924
TRAVEL_000106,천관문학관,관광지,기타관광지,전남,전남 장흥군 대덕읍 천관산문학길 160,126.9036895,34.51544479
TRAVEL_000107,상록수림,관광지,기타관광지,전남,전남 진도군 의신면 사천리 산1,126.3105914,34.46525992
TRAVEL_000108,청마기념관,관광지,기타관광지,경남,경남 거제시 둔덕면 방하2길 6,128.517157,34.85480609
TRAVEL_000109,청마기념관,관광지,문화유적,경남,경남 거제시 둔덕면 방하2길 6,128.517157,34.85480609
TRAVEL_000110,도청리(청산항)방파제,관광지,항구,전남,전남 완도군 청산면 당락리,126.8563437,34.18133607
TRAVEL_000111,한국수산자원공단 동해생명자원센터,관광지,전시관,강원,강원도 양양군 손양면 동명로 119,128.639045,38.080709
TRAVEL_000112,독도박물관 별관,관광지,전시관,경북,경상북도 울릉군 울릉읍 약수터길 90-3,130.900695,37.48303317
TRAVEL_000113,해안누리길53코스,체험,기타레저,인천,인천 옹진군 북도면 시도리,126.636785,37.446609
TRAVEL_000114,제이라운지 설천점,숙박,펜션,경남,경상남도 남해군 고현면 설천로 560,127.917573,34.914301
TRAVEL_000115,무슬목해변,체험,해수욕장,전남,전라남도 여수시 돌산읍 돌산로 2876,127.775898,34.6822358
TRAVEL_000116,여수수산시장,쇼핑,기타쇼핑,전남,전남 여수시 여객선터미널길 24 (교동 680),127.7319673,34.7380702
TRAVEL_000117,늘푸른 오션뷰펜션,숙박,펜션,강원,강원도 삼척시 근덕면 삼척로 2871,129.2642178,37.32434269
TRAVEL_000118,속초 마리나,체험,기타레저,강원,강원도 속초시 철새길 106,128.5820709,38.1922396
TRAVEL_000119,코마린요트,관광지,기타관광지,강원,강원도 속초시 엑스포로 10-29,128.593187,38.19132999
TRAVEL_000120,속초조양동선사유적,관광지,문화유적,강원,강원 속초시 조양동 1529,128.591378,38.189467
TRAVEL_000121,강릉선교장한옥체험관,숙박,게스트하우스,강원,강원도 강릉시 운정길 63 (운정동 431) 강릉선교장 전통문화체험관,128.885,37.786655
TRAVEL_000122,삼산테마파크,관광지,기타관광지,강원,강원도 강릉시 연곡면 진고개로 1321,128.6553172,37.827806
TRAVEL_000123,장호비치캠핑장스파컨테이너하우스,숙박,캠핑장,강원,강원도 삼척시 근덕면 삼척로 2116,129.3124217,37.28457751
TRAVEL_000124,은행나무민박,숙박,민박,충남,충청남도 태안군 안면읍 대야로 341,126.4152781,36.46608359
TRAVEL_000125,해운대유람선,체험,유람선,부산,부산광역시 해운대구 중동  957-8,129.1706635,35.1584212
TRAVEL_000126,원조짚불곰장어기장외가집,음식점,한식,부산,부산광역시 기장군 기장읍 공수2길 5,129.211587,35.185915
TRAVEL_000127,금수복국 해운대본점,음식점,기타,부산,"부산광역시 해운대구  중동1로43번길 23 (중동, 금수복국)",129.16448,35.162389
TRAVEL_000128,이기대공원 동생말전망대,관광지,기타관광지,부산,부산 남구 용호동 산1,129.1204211,35.1314456
TRAVEL_000129,용두산미디어파크,관광지,기타관광지,부산,부산광역시 중구 용두산길 37-55,129.0323127,35.1007009
TRAVEL_000130,초정명가횟집 물회,음식점,한식,경남,경상남도 거제시 일운면 지세포해안로 38,128.7012847,34.83359131
TRAVEL_000131,생생이 거제고현본점,음식점,한식,경남,경남 거제시 계룡로 68,128.6257185,34.87666828
TRAVEL_000132,거제해양레포츠센터,체험,기타레저,경남,경남 거제시 일운면 지세포해안로 43 (어항부지) 거제요트학교,128.7023161,34.83279105
TRAVEL_000133,소노캄 거제,숙박,기타숙박,경남,경상남도 거제시 일운면 거제대로 2660 (대명리조트거제휴양콘도미니엄),128.703367,34.843546
TRAVEL_000134,강성횟집 물회 전문점,음식점,한식,경남,경상남도 거제시 일운면 지세포해안로 204,128.7148,34.831534
TRAVEL_000135,남해예술촌펜션,관광지,기타관광지,경남,경남 남해군 삼동면 동부대로 984,128.0493347,34.7889562
TRAVEL_000136,바다로민박,숙박,민박,강원,강릉시 주문진읍 소돌안길 35,128.8258635,37.9060306
TRAVEL_000137,국화도해오름펜션,숙박,펜션,경기,경기 화성시 우정읍 국화길 32,126.558995,37.061085
TRAVEL_000138,세화민속오일시장,쇼핑,기타쇼핑,제주,제주특별자치도 제주시 구좌읍 세화리 1500-5 세화민속오일시장,126.8575684,33.5260738
TRAVEL_000139,동백펜션,숙박,민박,충남,충청남도 서천군 서면 월하성길 74,126.5626417,36.135311
TRAVEL_000140,황남관한옥호텔,숙박,민박,경북,경상북도 경주시 포석로 1038,129.2101061,35.8339027
TRAVEL_000141,호텔 글로리엘,숙박,여관/모텔,경북,경상북도 영덕군 강구면 삼사길 109,129.382282,36.34498
TRAVEL_000142,필로스호텔 웨딩,숙박,호텔,경북,경상북도 포항시 북구  죽파로 6 (용흥동),129.357315,36.029183
TRAVEL_000143,연산 온천 파크텔,숙박,여관/모텔,경북,경상북도 포항시 북구 송라면 보경로 514,129.319677,36.250102
TRAVEL_000144,퀸모텔,숙박,호텔,부산,부산광역시 서구  충무대로82번길 11 (암남동),129.021715,35.078898
TRAVEL_000145,굿스테이 대영 호텔,숙박,호텔,부산,부산광역시 중구  중구로33번길 44 (부평동2가),129.025548,35.101034
TRAVEL_000146,전주 아리랑호텔,숙박,호텔,전북,전라북도 전주시 덕진구 용산2길 17-6,127.1324461,35.83576988
TRAVEL_000147,종이미술관 펜션,숙박,펜션,경기,경기도 안산시 단원구 대남로  233,126.5759886,37.22451313
TRAVEL_000148,어촌계부녀회조합식당,음식점,한식,경기,경기도 화성시 서신면 궁평항로 1069-17,126.6829636,37.11668239
TRAVEL_000149,탄도어항수산물직판장,쇼핑,기타쇼핑,경기,"경기도 안산시 단원구 대부황금로 5-14 (선감동, 수산물직판장)",126.6461685,37.19156347
TRAVEL_000150,대부면가 우리밀칼국수 대부도본점,음식점,한식,경기,경기 안산시 단원구 대부황금로 1357 1층,126.5690421,37.27775738
TRAVEL_000151,회나라식당,음식점,일식,인천,인천 옹진군 덕적면 덕적북로 32 . 101호,126.15465,37.227747
TRAVEL_000152,원조신포닭강정,음식점,기타,인천,인천광역시 중구 우현로49번길 3 (신포동),126.6281761,37.47160155
TRAVEL_000153,태안더클래식스파펜션,숙박,펜션,충남,충청남도 태안군 남면 청포대길 57-60,126.3016642,36.63659295
TRAVEL_000154,지중해아침펜션,숙박,펜션,충남,충청남도 태안군 고남면 큰장돌길 141-98,126.3716252,36.41432957
TRAVEL_000155,사계절대게직판장 영덕본점,음식점,한식,경북,경상북도 영덕군 강구면 강구대게길 52 (사계절대게),129.3856128,36.35910202
TRAVEL_000156,유진수산,음식점,양식,인천,인천광역시 계양구  아나지로 466 (서운동),126.744393,37.524828
TRAVEL_000157,타미우스CC빌리지,숙박,펜션,제주,제주특별자치도 제주시 애월읍 화전길 201,126.3858951,33.35482716
TRAVEL_000158,미르빌,숙박,펜션,제주,제주특별자치도 서귀포시 안덕면 사계로114번길 87,126.3063425,33.24621976
TRAVEL_000159,꿈꾸는노마드,숙박,펜션,제주,제주특별자치도 서귀포시 선반로 54(강정동),126.4995574,33.24169629
TRAVEL_000160,그린사이드,숙박,펜션,제주,제주특별자치도 서귀포시 천제연로 51(색달동),126.411209,33.25645626
TRAVEL_000161,칠갑산샬레호텔,숙박,호텔,충남,충청남도 청양군 대치면 한티고개길 57,126.8845611,36.43837613
TRAVEL_000162,롯데호텔 부산,숙박,호텔,부산,부산광역시 부산진구 가야대로 772(부전동),129.0571557,35.15737415
TRAVEL_000163,블루힐펜션,숙박,펜션,충남,충청남도 보령시 해수욕장2길 21(신흑동),126.5187587,36.30368554
TRAVEL_000164,하버파크호텔,숙박,호텔,인천,"인천광역시 중구  제물량로 217 (항동3가, 하버파크호텔)",126.619572,37.472166
TRAVEL_000165,석모도스케치펜션,숙박,펜션,인천,인천광역시 강화군 삼산면 어류정길198번길 18,126.3356606,37.65354798
TRAVEL_000166,별자리펜션,숙박,펜션,인천,인천광역시 중구 선녀바위로55번길 18(을왕동),126.3796565,37.44187006
TRAVEL_000167,호텔인터내셔널 창원,숙박,호텔,경남,"경상남도 창원시 성산구  중앙대로 69 (중앙동, 호텔인터내셔날)",128.677133,35.221657
TRAVEL_000168,퀸모텔,숙박,여관/모텔,경남,경남 통영시 통영해안로 285,128.4252528,34.84137622
TRAVEL_000169,투어하우스,숙박,펜션,경남,경상남도 거제시  장승포로 127 (장승포동),128.731409,34.86267
TRAVEL_000170,경포 에메랄드 호텔,숙박,호텔,강원,강원도 강릉시 해안로406번길 26(강문동),128.9147049,37.7986178
TRAVEL_000171,바우길11구간(신사임당길),체험,기타레저,강원,강원도 강릉시 율곡로3139번길 24(죽헌동),128.8772284,37.77755237
TRAVEL_000172,소노캄 델피노 오션플레이,숙박,기타숙박,강원,강원도 고성군 토성면 미시령옛길 1153,128.4900179,38.21021126
TRAVEL_000173,거제포로수용소유적공원,관광지,기타관광지,경남,경남 거제시 계룡로 61 거제포로수용소유적공원,128.624085,34.87614
TRAVEL_000174,기천저수지,체험,낚시터,경기,경기 화성시 봉담읍 상기리 744,126.9117397,37.19626229
TRAVEL_000175,부산자갈치시장,쇼핑,기타쇼핑,부산,부산광역시 중구 자갈치해안로 52(남포동4가),129.0305839,35.09661367
TRAVEL_000176,장생포고래박물관,관광지,전시관,울산,"울산광역시 남구  장생포고래로 244 (매암동, 포경선(전시물))",129.38093,35.502631
TRAVEL_000177,모래내한과 정보화마을,관광지,전시관,강원,강원도 강릉시 사천면 한과마을길 20 (사천면),128.8329157,37.81378907
TRAVEL_000178,계도어촌체험마을다기능복합센터,숙박,리조트/콘도,경남,경상남도 거제시 사등면 가조로 834,128.517899,34.974489
TRAVEL_000179,이수도 1박3식 학교민박,숙박,기타숙박,경남,경남 거제시 장목면 이수도길 10,128.7249947,34.96799368
TRAVEL_000180,남애항 해녀횟집,음식점,한식,강원,강원도 양양군 현남면 매바위길 163 (해녀횟집),128.785093,37.945599
TRAVEL_000181,통보장어마을,음식점,한식,경기,경기도 화성시 서신면 해안길 292,126.6176543,37.16720606
TRAVEL_000182,대천항수산시장,쇼핑,기타쇼핑,충남,"충청남도 보령시 대천항로 334 (신흑동, 대천항수산물시장)",126.5087431,36.3264274
TRAVEL_000183,일번지펜션민박,음식점,한식,전남,전라남도 여수시 남면 안도해변길 9-1,127.802965,34.488761
TRAVEL_000184,대한명인 기장곰장어,음식점,한식,부산,부산광역시 기장군 기장읍 기장해안로 70,129.211365,35.185276
TRAVEL_000185,엘비스펜션,숙박,펜션,충남,충청남도 태안군 안면읍 대야로 304-22,126.416226,36.4621778
TRAVEL_000186,바다솔향기펜션,숙박,펜션,충남,충남 태안군 안면읍 대야로 304-26,126.4159557,36.46210297
TRAVEL_000187,모항갯벌체험장,관광지,기타관광지,전북,전라북도 부안군 변산면 모항길 107 (모항갯벌테마파크),126.5138726,35.5872108
TRAVEL_000188,시인의섬펜션,숙박,펜션,충남,충청남도 태안군 안면읍 대야로 261-10,126.4118139,36.4616551
TRAVEL_000189,명가사계절휴양지,숙박,펜션,경기,경기도 화성시 우정읍 국화길 56,126.5579059,37.06184326
TRAVEL_000190,바다사랑민박,숙박,펜션,경기,경기도 화성시 서신면 해안길 156-12,126.6216389,37.16409099
TRAVEL_000191,죽도,관광지,섬,전남,전라남도 고흥군 도화면 대섬길 12-1,127.2953164,34.44764718
TRAVEL_000192,죽도,관광지,섬,경남,경상남도 통영시 한산면 죽도길 50-9,128.5302068,34.73417297
TRAVEL_000193,궁평아라펜션,숙박,민박,경기,경기도 화성시 서신면 궁평고잔길 83,126.6860074,37.1207754
TRAVEL_000194,궁평솔밭펜션,숙박,펜션,경기,경기도 화성시 서신면 궁평고잔길 92,126.6857816,37.12122905
TRAVEL_000195,아침농장펜션,숙박,민박,경기,경기도 안산시 단원구 선감로 187-16 (선감동),126.6382007,37.22234964
TRAVEL_000196,부산바다하프마라톤,관광지,축제/행사,부산,부산 사하구 몰운대1길 14,128.9669143,35.04725208
TRAVEL_000197,유일대게회타운,음식점,일식,경북,경상북도 울진군 죽변면 죽변항길 121 (유일대게회센타),129.424742,37.058178
TRAVEL_000198,곡교천시민체육공원,관광지,기타관광지,충남,"충남 아산시  온궁로 17 (온천동, 아산온천동우체국)",127.002516,36.782469
TRAVEL_000199,새만금공원,관광지,기타관광지,전북,전북 군산시 옥도면 어청도2길 1,125.980779,36.120012
TRAVEL_000200,삼문산진달래공원,관광지,기타관광지,전남,전남 완도군 약산면 약산일주로550번길 115,126.912765,34.357854
TRAVEL_000201,고니나무쉼터(고니나루쉼터),관광지,기타관광지,부산,부산 사하구  다대동로71번길  (다대동),128.974386,35.058037
TRAVEL_000202,명덕호수공원,관광지,기타관광지,울산,울산 동구  녹수12길  (전하동),129.425287,35.513684
TRAVEL_000203,물너울공원,관광지,기타관광지,경북,경북 경주시  북군4길 1 (북군동),129.25902,35.859533
TRAVEL_000204,대진항 해상공원,체험,기타레저,강원,강원 고성군 현내면 대진리 130-6,128.426535,38.499142
TRAVEL_000205,거진등대해맞이공원,체험,기타레저,강원,강원 고성군 거진읍 거탄진로209번길 19,128.464449,38.448898
TRAVEL_000206,남대천연어생태공원,체험,기타레저,강원,강원 양양군 양양읍 조산리 86-7,128.620884,38.075082
TRAVEL_000207,낙산도립공원,체험,기타레저,강원,강원 양양군 강현면 일출로 42 양양군낙산도립공원관리사무소,128.631494,38.115994
TRAVEL_000208,무궁화동산,체험,기타레저,강원,강원 양양군 현북면 잔교리 4-10,128.742124,37.993897
TRAVEL_000209,강릉통일공원,체험,기타레저,강원,강원 강릉시 강동면 율곡로 1715-85 통일안보전시관,128.998549,37.71857
TRAVEL_000210,모래시계 공원,체험,기타레저,강원,강원 강릉시 강동면 정동진리 6-2,129.039407,37.686241
TRAVEL_000211,경포호수광장,체험,기타레저,강원,강원 강릉시 초당동 459-28,128.909362,37.797949
TRAVEL_000212,강릉안목해맞이공원,체험,기타레저,강원,강원 강릉시 견소동 287-6,128.947136,37.77273
TRAVEL_000213,경포도립공원,체험,기타레저,강원,강원 강릉시 사천면 방동리 산284-1,128.880253,37.827501
